343289651,1
59770415,1
13427546,1
398116895,1
147655242,1
131475314,1
119835355,1
74913853,1
395389973,1
55026676,1
363300269,1
397642966,1
292791430,1
46674928,1
317018253,1
226517555,1
17063198,1
15997261,1
50302251,1
117380369,1
124908867,1
271310554,1
323206344,1
14246390,1
301316148,1
106750149,1
384410102,1
348904049,1
376520977,1
292563230,1
225227988,1
118348156,1
241167269,1
316359605,1
149352498,1
3488995,1
407381601,1
85716440,1
374810735,1
226889378,1
182670606,1
149181041,1
83472422,1
115595695,1
409897789,1
180707823,1
54873725,1
49792546,1
203971919,1
51924210,1
192725585,1
184659822,1
324122944,1
142013556,1
23327276,1
391771770,1
246651852,1
287885264,1
67015535,1
203224098,1
42305533,1
296374558,1
157398888,1
337498421,1
332065263,1
194151326,1
309963575,1
103234149,1
378264126,1
37342138,1
24601779,1
355013043,1
122351953,1
415037905,1
155363977,1
42837990,1
124978655,1
54224730,1
204078714,1
149235943,1
243422802,1
341280485,1
195867784,1
87324253,1
198739393,1
190734506,1
112478229,1
359797556,1
143332624,1
376786911,1
366976859,1
347911349,1
38333930,1
327024718,1
340901372,1
91879360,1
286764160,1
391446970,1
131431865,1
87726045,1
248174062,10
203718590,10
144927134,10
343597253,10
369454136,10
299010119,10
117904996,10
367549477,10
174097967,10
412485209,10
416611783,10
30031457,10
122969247,10
17233684,10
169357567,10
215373707,10
143742291,10
35534736,10
113270549,10
304502471,10
385427289,10
168941402,10
114153005,10
351885954,10
268022742,10
212403258,10
345128470,10
246344213,10
76703600,10
142206459,10
74963459,10
132407135,10
399962915,10
301382223,10
289361229,10
141058327,10
401049984,10
313847215,10
230013656,10
313281854,10
214426514,10
194345362,10
117746935,10
74266288,10
273549845,10
264954299,10
48806619,10
405757457,10
25295410,10
58867430,10
82056059,10
336857528,10
85889680,10
365330570,10
226645405,10
320194662,10
34106178,10
206570376,10
204880292,10
319915161,10
251282368,10
284066101,10
134976925,10
297010891,10
6163826,10
365224372,10
386934583,10
61499497,10
365990466,10
288283750,10
403124450,10
143250681,10
412638300,10
344113746,10
182630317,10
59889117,10
157571681,10
233412819,10
84910297,10
243591060,10
1742315,10
387670222,10
386375617,10
141405916,10
268750123,10
409075341,10
95912998,10
272559523,10
57128875,10
335705485,10
160226325,10
343033396,10
272549434,10
326938392,10
106789585,10
82054959,10
200743469,10
409369868,10
86730978,10
289576908,10
418021905,100
284731459,100
307034,100
321555926,100
174029959,100
262318192,100
10456496,100
60058527,100
194873814,100
165095391,100
128554982,100
31098339,100
129316949,100
304597436,100
42282368,100
45984845,100
392939897,100
260914140,100
37158185,100
408345176,100
285994444,100
411154230,100
67517162,100
68929643,100
354201025,100
255165283,100
295173558,100
88651861,100
142301192,100
283292704,100
325662628,100
227170451,100
113708292,100
289532383,100
405479914,100
391878757,100
370369867,100
107992155,100
382761564,100
167351411,100
214207359,100
360609191,100
348900625,100
200478606,100
235203188,100
277871414,100
242389777,100
64963634,100
133093315,100
120633465,100
34373643,100
181508307,100
11292683,100
315845836,100
297384352,100
123541906,100
315916382,100
118228310,100
3860554,100
38114122,100
380019213,100
338820822,100
31607612,100
122912186,100
36185272,100
16864703,100
177397447,100
38041250,100
276035466,100
127777765,100
149506343,100
359154708,100
260604924,100
115017511,100
289499014,100
71034381,100
388346949,100
306576427,100
309351272,100
253763327,100
130458149,100
253925412,100
218538654,100
102225547,100
50640778,100
52039333,100
353788671,100
231418842,100
190212059,100
227407042,100
220708855,100
250731958,100
391419619,100
29082932,100
361509836,100
350821241,100
346915112,100
52837693,100
32541181,100
216155655,100
390956693,1000
182161696,1000
58663364,1000
133496352,1000
102859136,1000
102117629,1000
287916220,1000
240847567,1000
75259798,1000
226495980,1000
98509390,1000
149542787,1000
248371554,1000
134113815,1000
40471954,1000
237904006,1000
295453652,1000
52564348,1000
27159403,1000
350117623,1000
290225936,1000
7923061,1000
50070070,1000
404567398,1000
126905272,1000
89287596,1000
218191887,1000
260726594,1000
258427335,1000
114754704,1000
215306864,1000
31479642,1000
88388881,1000
203459644,1000
1157156,1000
209606084,1000
142379807,1000
244280759,1000
153142014,1000
227100413,1000
373979715,1000
392187054,1000
298375846,1000
355339452,1000
385692505,1000
261279727,1000
83105914,1000
101950641,1000
159293802,1000
116877277,1000
31397978,1000
310945048,1000
394995888,1000
291088834,1000
32726345,1000
401566323,1000
168365303,1000
30690373,1000
26919960,1000
313627959,1000
255973885,1000
269965740,1000
285146175,1000
84521052,1000
30536988,1000
272638348,1000
43009514,1000
99764018,1000
36787109,1000
319457040,1000
36486210,1000
362501977,1000
126274130,1000
216775349,1000
64363633,1000
305842159,1000
132185858,1000
310804800,1000
319180042,1000
21336143,1000
332527916,1000
44014506,1000
225069660,1000
352924530,1000
313356673,1000
303453894,1000
280666834,1000
169849767,1000
139997516,1000
109660823,1000
359556395,1000
384502545,1000
168676179,1000
128143547,1000
142600706,1000
212485908,1000
70264740,1000
360610943,1000
346550597,1000
161059704,1000
245470574,10000
169746337,10000
403654174,10000
38946288,10000
5001198,10000
246040164,10000
333482333,10000
302254908,10000
53677026,10000
39331548,10000
288640273,10000
114436349,10000
271594777,10000
142378389,10000
71112077,10000
187372691,10000
36932052,10000
131149196,10000
198388346,10000
153001442,10000
84689687,10000
235248548,10000
291637921,10000
377710120,10000
162412652,10000
328391997,10000
351100860,10000
283972873,10000
4199998,10000
358556326,10000
297749834,10000
160727741,10000
356154104,10000
55612579,10000
72096993,10000
141984061,10000
61970293,10000
57464501,10000
398581923,10000
297009682,10000
83455461,10000
146215835,10000
151266747,10000
324715541,10000
113080933,10000
385265108,10000
184082453,10000
109305473,10000
369097210,10000
340503909,10000
